data hora_boletim,desc_tipo_acidente,desc_tempo,pavimento,desc_regional,origem_boletim,local_sinalizado,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,descricao_ups
04/01/2013 13:05,ABALROAMENTO COM VITIMA                           ,  ,  ,BARREIRO       ,PMMG           ,,0059988746.00,0078958505.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 13:06,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061254758.00,0079540769.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 13:13,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061075368.00,0079623094.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 14:04,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,NORTE          ,PMMG           ,,0061216474.00,0080341533.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 14:43,CHOQUE MECACO COM VITIMA                        ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0061180947.00,0080515138.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 15:31,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,NORDESTE       ,PMMG           ,,0061226570.00,0080362520.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 15:52,ABALROAMENTO COM VITIMA                           ,  ,  ,NORTE          ,PMMG           ,,0061021324.00,0080621886.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 16:29,CHOQUE MECACO COM VITIMA                        ,  ,  ,NOROESTE       ,PMMG           ,,0060433995.00,0079461305.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 16:30,ABALROAMENTO COM VITIMA                           ,  ,  ,PAMPULHA       ,PMMG           ,,0060935667.00,0080275535.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 16:49,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061136628.00,0079695939.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 17:29,ABALROAMENTO COM VITIMA                           ,  ,  ,PAMPULHA       ,PMMG           ,,0060520960.00,0080826939.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 18:00,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,NOROESTE       ,POLICIA CIVIL  ,,0060842401.00,0079873381.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 18:15,ABALROAMENTO COM VITIMA                           ,  ,  ,NORDESTE       ,PMMG           ,,0061178487.00,0080136009.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 18:24,ABALROAMENTO COM VITIMA                           ,  ,  ,NOROESTE       ,PMMG           ,,0060433491.00,0079826216.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 18:30,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0061019035.00,0081098943.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 19:32,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,NOROESTE       ,PMMG           ,,0061034541.00,0079785934.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 20:17,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,BARREIRO       ,PMMG           ,,0060535487.00,0079063245.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 20:22,CHOQUE MECACO COM VITIMA                        ,  ,  ,NORDESTE       ,PMMG           ,,0061224888.00,0080009997.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 20:30,ABALROAMENTO COM VITIMA                           ,  ,  ,OESTE          ,POLICIA CIVIL  ,,0060698726.00,0079423092.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 21:50,ABALROAMENTO COM VITIMA                           ,  ,  ,NORTE          ,PMMG           ,,0060909462.00,0080845265.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 22:00,ABALROAMENTO COM VITIMA                           ,  ,  ,VENDA NOVA     ,PMMG           ,,0060686833.00,0080995314.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 22:09,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,CENTRO-SUL     ,POLICIA CIVIL  ,,0061151424.00,0079416875.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2013 23:26,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,VENDA NOVA     ,PMMG           ,,0060767110.00,0080997960.00,SIM,SIM,ACIDENTE COM VÍTIMA FATAL
05/01/2013 05:18,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061206253.00,0079541432.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2013 05:56,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,OESTE          ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2013 06:25,ABALROAMENTO COM VITIMA                           ,  ,  ,NOROESTE       ,PMMG           ,,0060759537.00,0079642667.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2013 06:49,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2013 08:30,CHOQUE MECACO COM VITIMA                        ,  ,  ,PAMPULHA       ,PMMG           ,,0060826202.00,0080573096.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
