data_hora_boletim,desc_tipo_acidente,desc_tempo,pavimento,desc_regional,origem_boletim,local_sinalizado,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,descricao_ups
01/01/2011 23:20,QUEDA DE PESSOA DE VEICULO                        ,BOM            ,ASFALTO        ,PAMPULHA       ,PMMG           ,,0060837420.00,0080650238.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 00:05,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0060956479.00,0079774851.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 00:10,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061276440.00,0079592841.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 00:20,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0061139187.00,0081013917.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 00:25,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0061139187.00,0081013917.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 01:56,QUEDA DE VEICULO COM VITIMA                       ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0060980148.00,0080531423.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 08:15,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0060966028.00,0079733074.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 09:00,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 10:30,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 11:00,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0061045424.00,0079893659.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 11:30,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,PAMPULHA       ,PMMG           ,NÃO,0060967145.00,0080556074.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 11:30,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0060706413.00,0079791519.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 12:40,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 12:46,QUEDA DE VEICULO COM VITIMA                       ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0059939552.00,0078878584.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 13:05,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,VENDA NOVA     ,PMMG           ,,0060652029.00,0080847030.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 14:00,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0061609271.00,0080616668.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 14:30,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,OESTE          ,PMMG           ,,0060733205.00,0079602925.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 15:22,ABALROAMENTO COM VITIMA                           ,CHUVA          ,ASFALTO        ,BARREIRO       ,PMMG           ,,0059918146.00,0079012781.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 16:12,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0060953698.00,0079715277.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 16:15,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 16:30,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 17:01,ABALROAMENTO COM VITIMA                           ,,,NORTE          ,PMMG           ,,0061277023.00,0080626546.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 17:40,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0060429125.00,0079067785.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 17:53,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 18:10,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 18:20,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0060708059.00,0079904257.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 19:10,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0061212743.00,0080057051.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 20:00,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0059885856.00,0079108801.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 21:15,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 22:05,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,PAMPULHA       ,POLICIA CIVIL  ,,0061002877.00,0080260240.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2011 22:30,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,PAMPULHA       ,PMMG           ,,0060452948.00,0080746438.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 01:10,QUEDA DE VEICULO COM VITIMA                       ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0060128652.00,0078884194.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 06:00,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0061206544.00,0080165919.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 06:46,QUEDA DE PESSOA DE VEICULO                        ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0059881577.00,0079026950.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 07:00,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0060675304.00,0079665088.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 07:30,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,PAMPULHA       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 07:30,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,LESTE          ,           ,,0061379354.00,0079891810.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 07:45,OUTROS COM VITIMA                                 ,BOM            ,ASFALTO        ,OESTE          ,PMMG           ,,0060867629.00,0079591975.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 09:15,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0060463187.00,0078946845.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 09:55,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0061061112.00,0079891379.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 10:20,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,OESTE          ,PMMG           ,,0060838282.00,0079113634.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 10:30,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 12:47,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0060869283.00,0079879414.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 13:00,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 13:10,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0061171693.00,0080365377.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 13:27,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,CHUVA          ,ASFALTO        ,VENDA NOVA     ,           ,,0060435315.00,0080924105.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 13:30,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 14:40,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0060191930.00,0078895672.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 14:54,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,VENDA NOVA     ,PMMG           ,,0060637598.00,0081168411.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 15:05,OUTROS COM VITIMA                                 ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061104704.00,0079730467.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 15:15,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,PAMPULHA       ,POLICIA CIVIL  ,,0060887894.00,0080413129.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 15:30,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 16:20,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061024937.00,0079710200.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 17:00,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0061218838.00,0080534180.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 17:40,QUEDA DE PESSOA DE VEICULO                        ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 18:25,OUTROS COM VITIMA                                 ,BOM            ,ASFALTO        ,LESTE          ,PMMG           ,,0061524019.00,0079984115.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2011 19:50,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 05:50,QUEDA DE PESSOA DE VEICULO                        ,,,NOROESTE       ,PMMG           ,,0061049414.00,0079785508.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 06:20,OUTROS COM VITIMA                                 ,BOM            ,ASFALTO        ,LESTE          ,PMMG           ,,0061677385.00,0079712495.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 06:45,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,ASFALTO        ,LESTE          ,           ,,0061390641.00,0079698575.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 06:50,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 07:40,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 08:00,ABALROAMENTO COM VITIMA                           ,,ASFALTO        ,NORDESTE       ,           ,,0061224342.00,0080269617.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 08:15,ABALROAMENTO COM VITIMA                           ,CHUVA          ,ASFALTO        ,OESTE          ,           ,,0060914353.00,0079566345.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 08:20,COLISAO DE VEICULOS COM VITIMA                    ,,,NORDESTE       ,           ,,0061139290.00,0080005142.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 09:10,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0061034859.00,0080824052.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 09:30,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0060882080.00,0079973191.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 10:30,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,NOROESTE       ,PMMG           ,,0060821841.00,0080034370.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 12:30,COLISAO DE VEICULOS COM VITIMA                    ,BOM            ,ASFALTO        ,LESTE          ,PMMG           ,,0061524414.00,0079805400.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 13:00,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,,OESTE          ,           ,,0060476844.00,0079385851.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 13:30,ABALROAMENTO COM VITIMA                           ,,,LESTE          ,           ,,0061465837.00,0080035373.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 13:50,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,,,BARREIRO       ,           ,,0060422503.00,0079052620.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 14:20,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,BARREIRO       ,PMMG           ,,0060407192.00,0078777266.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 15:00,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0061150350.00,0080580714.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 15:00,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,NORDESTE       ,PMMG           ,,0061144099.00,0080080116.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 16:05,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,NUBLADO        ,,NOROESTE       ,           ,,0060715594.00,0079627861.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 16:20,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,NUBLADO        ,ASFALTO        ,BARREIRO       ,           ,,0060654410.00,0080674038.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 17:00,ABALROAMENTO COM VITIMA                           ,,ASFALTO        ,CENTRO-SUL     ,           ,,0061199656.00,0079552072.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 17:20,ABALROAMENTO COM VITIMA                           ,,,NORDESTE       ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 17:30,ABALROAMENTO COM VITIMA                           ,CHUVA          ,ASFALTO        ,NOROESTE       ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 17:45,ABALROAMENTO COM VITIMA                           ,CHUVA          ,CONCRETO       ,NORTE          ,           ,SIM,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 18:00,ABALROAMENTO COM VITIMA                           ,CHUVA          ,ASFALTO        ,LESTE          ,           ,SIM,0061184508.00,0079887753.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 18:30,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,CHUVA          ,ASFALTO        ,CENTRO-SUL     ,           ,SIM,0061113124.00,0079716285.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 18:50,ABALROAMENTO COM VITIMA                           ,CHUVA          ,ASFALTO        ,NOROESTE       ,           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 20:30,OUTROS COM VITIMA                                 ,BOM            ,ASFALTO        ,NORTE          ,PMMG           ,,0061168256.00,0081061281.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2011 23:20,CHOQUE MECANICO COM VITIMA                        ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061054586.00,0079682343.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2011 06:00,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061164164.00,0079464797.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2011 06:10,QUEDA DE PESSOA DE VEICULO                        ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0061066212.00,0079699848.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2011 07:55,QUEDA DE VEICULO COM VITIMA                       ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
