data hora_boletim,desc_tipo_acidente,desc_tempo,pavimento,desc_regional,origem_boletim,local_sinalizado,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,descricao_ups
02/01/2015 07:02,CHOQUE MECANICO COM VITIMA                        ,  ,  ,PAMPULHA       ,PMMG           ,,0060913666.00,0080339185.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 07:15,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061030315.00,0079622433.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 07:43,CHOQUE MECANICO COM VITIMA                        ,  ,  ,NOROESTE       ,PMMG           ,,0060892678.00,0079856867.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 08:40,ABALROAMENTO COM VITIMA                           ,  ,  ,PAMPULHA       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 09:22,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061004174.00,0079687152.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 10:02,OUTROS COM VITIMA                                 ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061150357.00,0079704786.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 10:30,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 10:40,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,VENDA NOVA     ,POLICIA CIVIL  ,,0060674097.00,0081177377.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 11:06,ABALROAMENTO COM VITIMA                           ,  ,  ,VENDA NOVA     ,PMMG           ,,0060746735.00,0080989571.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 11:50,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061234102.00,0079626321.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 12:10,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061082354.00,0079492163.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 12:35,CHOQUE MECANICO COM VITIMA                        ,  ,  ,LESTE          ,PMMG           ,,0061430187.00,0080145269.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 14:00,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061085029.00,0079665747.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 14:39,ABALROAMENTO COM VITIMA                           ,  ,  ,OESTE          ,PMMG           ,,0060814705.00,0079590830.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 15:14,ABALROAMENTO COM VITIMA                           ,  ,  ,NORDESTE       ,PMMG           ,,0061225770.00,0080282269.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 15:15,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,LESTE          ,POLICIA CIVIL  ,,0061601627.00,0079709937.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 18:40,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,  ,  ,NORDESTE       ,POLICIA CIVIL  ,,0061234374.00,0080304344.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 19:28,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,OESTE          ,PMMG           ,,0060610254.00,0079317526.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 19:55,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,NORDESTE       ,PMMG           ,,0061125414.00,0080115036.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 20:36,ABALROAMENTO COM VITIMA                           ,  ,  ,NORTE          ,PMMG           ,,0060995379.00,0080596935.00,SIM,SIM,ACIDENTE COM VÍTIMA FATAL
02/01/2015 20:58,ABALROAMENTO COM VITIMA                           ,  ,  ,BARREIRO       ,PMMG           ,,0059922091.00,0078995447.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 21:55,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,VENDA NOVA     ,PMMG           ,,0060753270.00,0080987265.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 23:08,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,OESTE          ,PMMG           ,,0060678201.00,0079396355.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 23:13,CHOQUE MECANICO COM VITIMA                        ,  ,  ,OESTE          ,PMMG           ,,0060808286.00,0079124232.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 23:44,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061124358.00,0079363658.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 00:30,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,  ,  ,PAMPULHA       ,PMMG           ,,0060371923.00,0080291312.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 09:00,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,NORDESTE       ,POLICIA CIVIL  ,,0061597644.00,0080423561.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 09:14,ABALROAMENTO COM VITIMA                           ,  ,  ,NOROESTE       ,PMMG           ,,0060644206.00,0079844500.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 10:00,ABALROAMENTO COM VITIMA                           ,  ,  ,BARREIRO       ,POLICIA CIVIL  ,,0060390186.00,0078910828.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 10:44,ABALROAMENTO COM VITIMA                           ,  ,  ,BARREIRO       ,PMMG           ,,0060459457.00,0079300362.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 10:50,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,NOROESTE       ,PMMG           ,,0061450772.00,0080195080.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 11:30,OUTROS COM VITIMA                                 ,  ,  ,NORDESTE       ,POLICIA CIVIL  ,,0061436655.00,0080355905.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 11:54,CHOQUE MECANICO COM VITIMA                        ,  ,  ,BARREIRO       ,PMMG           ,,0059915347.00,0079114596.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 12:47,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061009300.00,0079729802.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 13:03,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,NORDESTE       ,PMMG           ,,0061047008.00,0079957548.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 13:08,ABALROAMENTO COM VITIMA                           ,  ,  ,PAMPULHA       ,PMMG           ,,0060902142.00,0080371690.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 13:20,CHOQUE MECANICO COM VITIMA                        ,  ,  ,LESTE          ,POLICIA CIVIL  ,,0061378370.00,0079877594.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 13:50,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,VENDA NOVA     ,PMMG           ,,0060970504.00,0080810305.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 15:18,ABALROAMENTO COM VITIMA                           ,  ,  ,NORTE          ,PMMG           ,,0061093495.00,0080690680.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 16:08,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,NOROESTE       ,PMMG           ,,0060717537.00,0079791244.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 16:15,ABALROAMENTO COM VITIMA                           ,  ,  ,LESTE          ,PMMG           ,,0061502348.00,0079894342.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 17:49,CHOQUE MECANICO COM VITIMA                        ,  ,  ,PAMPULHA       ,PMMG           ,,0061188740.00,0080330553.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 18:10,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,  ,  ,BARREIRO       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 18:48,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,NORDESTE       ,PMMG           ,,0061691471.00,0080676300.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 19:00,ABALROAMENTO COM VITIMA                           ,  ,  ,NOROESTE       ,PMMG           ,,0060585488.00,0079791303.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 19:30,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,  ,  ,VENDA NOVA     ,POLICIA CIVIL  ,,0060740777.00,0081176972.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 19:45,OUTROS COM VITIMA                                 ,  ,  ,NOROESTE       ,PMMG           ,,0060570989.00,0079965742.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 21:14,CHOQUE MECANICO COM VITIMA                        ,  ,  ,NORDESTE       ,PMMG           ,,0061101450.00,0080225705.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
03/01/2015 23:30,QUEDA DE VEICULO COM VITIMA                       ,  ,  ,NOROESTE       ,POLICIA CIVIL  ,,0060894086.00,0080124088.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 03:53,ABALROAMENTO COM VITIMA                           ,  ,  ,NOROESTE       ,PMMG           ,,0060503425.00,0079802240.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 10:03,ABALROAMENTO COM VITIMA                           ,  ,  ,BARREIRO       ,PMMG           ,,0060223259.00,0079055413.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 10:31,ABALROAMENTO COM VITIMA                           ,  ,  ,NORDESTE       ,PMMG           ,,0061537851.00,0080469277.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 10:58,ABALROAMENTO COM VITIMA                           ,  ,  ,OESTE          ,PMMG           ,,0060612501.00,0079297799.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 11:50,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,NORDESTE       ,POLICIA CIVIL  ,,0061004880.00,0079975677.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 12:54,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,VENDA NOVA     ,PMMG           ,,0060907841.00,0081032170.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 13:15,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,NORDESTE       ,PMMG           ,,0061080009.00,0080121712.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 13:40,OUTROS COM VITIMA                                 ,  ,  ,LESTE          ,POLICIA CIVIL  ,,0061439468.00,0079752216.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 13:43,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,NORDESTE       ,PMMG           ,,0061224821.00,0080266084.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 15:16,CHOQUE MECANICO COM VITIMA                        ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061295575.00,0079704546.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 15:31,ABALROAMENTO COM VITIMA                           ,  ,  ,NORTE          ,PMMG           ,,0061255587.00,0080612565.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 18:10,CHOQUE MECANICO COM VITIMA                        ,  ,  ,PAMPULHA       ,PMMG           ,,0060866861.00,0080460589.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 18:51,ABALROAMENTO COM VITIMA                           ,  ,  ,VENDA NOVA     ,PMMG           ,,0060549316.00,0081024577.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 19:58,ABALROAMENTO COM VITIMA                           ,  ,  ,NORDESTE       ,PMMG           ,,0061463866.00,0080473677.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 20:00,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,OESTE          ,POLICIA CIVIL  ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 20:27,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,PAMPULHA       ,PMMG           ,,0061204461.00,0080351824.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 20:33,ABALROAMENTO COM VITIMA                           ,  ,  ,LESTE          ,PMMG           ,,0061556488.00,0079937375.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 22:04,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,NOROESTE       ,PMMG           ,,0060724393.00,0079675818.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 23:00,ABALROAMENTO COM VITIMA                           ,  ,  ,VENDA NOVA     ,POLICIA CIVIL  ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
04/01/2015 23:29,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,PAMPULHA       ,PMMG           ,,0060818636.00,0080583796.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 00:20,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,  ,  ,VENDA NOVA     ,POLICIA CIVIL  ,,0060597739.00,0080983507.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 00:46,CHOQUE MECANICO COM VITIMA                        ,  ,  ,NORDESTE       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 01:16,ABALROAMENTO COM VITIMA                           ,  ,  ,PAMPULHA       ,PMMG           ,,0060960048.00,0080206191.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 02:27,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,  ,  ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 05:00,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,BARREIRO       ,POLICIA CIVIL  ,,0060402083.00,0079313481.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 07:00,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061139828.00,0079462297.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 07:12,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 07:24,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061143675.00,0079722701.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 07:53,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,BARREIRO       ,PMMG           ,,0059985857.00,0079013722.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 08:44,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,  ,  ,PAMPULHA       ,PMMG           ,,0060940246.00,0080415805.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 09:32,CHOQUE MECANICO COM VITIMA                        ,  ,  ,BARREIRO       ,PMMG           ,,0060298154.00,0078822177.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 09:49,ABALROAMENTO COM VITIMA                           ,  ,  ,NOROESTE       ,PMMG           ,,0060712956.00,0080083115.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 10:00,OUTROS COM VITIMA                                 ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061334860.00,0079621025.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 10:00,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,NORDESTE       ,POLICIA CIVIL  ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 10:30,OUTROS COM VITIMA                                 ,  ,  ,VENDA NOVA     ,PMMG           ,,0060764412.00,0080842742.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 11:21,ABALROAMENTO COM VITIMA                           ,  ,  ,VENDA NOVA     ,PMMG           ,,0060918095.00,0080909928.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 11:41,ABALROAMENTO COM VITIMA                           ,  ,  ,NORTE          ,PMMG           ,,0061170680.00,0080649968.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 11:56,ABALROAMENTO COM VITIMA                           ,  ,  ,BARREIRO       ,PMMG           ,,0060332052.00,0078960705.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 14:00,CHOQUE MECANICO COM VITIMA                        ,  ,  ,LESTE          ,PMMG           ,,0061228168.00,0079829467.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 14:51,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061132797.00,0079662755.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 14:54,ABALROAMENTO COM VITIMA                           ,  ,  ,NORDESTE       ,PMMG           ,,0061532835.00,0080274426.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 15:20,ABALROAMENTO COM VITIMA                           ,  ,  ,OESTE          ,PMMG           ,,0060637691.00,0079442425.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 15:40,CHOQUE MECANICO COM VITIMA                        ,  ,  ,PAMPULHA       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 15:46,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061237503.00,0079625307.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 15:48,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,VENDA NOVA     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 16:14,ABALROAMENTO COM VITIMA                           ,  ,  ,PAMPULHA       ,PMMG           ,,0060731497.00,0080368546.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 16:16,ABALROAMENTO COM VITIMA                           ,  ,  ,NOROESTE       ,PMMG           ,,0060487113.00,0080141649.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 16:29,ABALROAMENTO COM VITIMA                           ,  ,  ,LESTE          ,PMMG           ,,0061282980.00,0079796825.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 17:39,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,BARREIRO       ,PMMG           ,,0060374767.00,0078699267.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 17:48,ABALROAMENTO COM VITIMA                           ,  ,  ,NORDESTE       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 17:54,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,LESTE          ,PMMG           ,,0061437163.00,0080034743.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 17:55,ABALROAMENTO COM VITIMA                           ,  ,  ,PAMPULHA       ,PMMG           ,,0060341237.00,0080724837.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 18:06,ABALROAMENTO COM VITIMA                           ,  ,  ,NORDESTE       ,PMMG           ,,0061425607.00,0080313662.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 19:08,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,CENTRO-SUL     ,POLICIA CIVIL  ,,0061195049.00,0079637999.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 19:32,ABALROAMENTO COM VITIMA                           ,  ,  ,NORTE          ,PMMG           ,,0061336141.00,0080545337.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
05/01/2015 19:39,CHOQUE MECANICO COM VITIMA                        ,  ,  ,VENDA NOVA     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
